SiteID,Site,Location,Date,Matrix,CHEM_CODE,Parameter,Value,Units,DetectionFlag,ReportingLimit,MDL,REPORTABLE
48,Site 3,A-3,15-Jan-16,WG,FE,Iron,0.663,MG/L,=,,,Y
48,Site 3,A-4,15-Jan-16,WG,FE,Iron,1.008,MG/L,=,,,Y
47,Site 1,ML-1,11-Jan-16,WG,FE,Iron,0.725,MG/L,=,,,Y
47,Site 1,ML-2,2-Feb-16,WG,K,Potassium,18.6,MG/L,=,,,Y
47,Site 1,WL-8,12-Feb-16,WG,K,Potassium,26.1,MG/L,=,,,Y
47,Site 1,WL-1,3-Feb-16,WG,K,Potassium,5.2,MG/L,=,,,Y
47,Site 1,ML-2,2-Feb-16,WG,K,Potassium,19.9,MG/L,=,,,Y
47,Site 1,WL-8,12-Feb-16,WG,K,Potassium,27.3,MG/L,=,,,Y
47,Site 1,WL-1,3-Feb-16,WG,K,Potassium,5.3,MG/L,=,,,Y
47,Site 1,ML-2,11-Jan-16,WG,K,Potassium,15.4,MG/L,=,,,Y
47,Site 1,WL-8,15-Jan-16,WG,K,Potassium,27.2,MG/L,=,,,Y
47,Site 1,WL-1,8-Jan-16,WG,K,Potassium,6.4,MG/L,=,,,Y
47,Site 1,Drain_W,13-Jan-16,WS,K,Potassium,98.4,MG/L,=,,,Y
47,Site 1,Feed,26-Jan-16,WS,K,Potassium,166.2,MG/L,=,,,Y
48,Site 3,A-5,27-Jan-16,WS,K,Potassium,114.3,MG/L,=,,,Y
48,Site 3,A-2,15-Jan-16,WG,K,Potassium,32,MG/L,=,,,Y
48,Site 3,A-3,15-Jan-16,WG,K,Potassium,30.3,MG/L,=,,,Y
48,Site 3,A-4,15-Jan-16,WG,K,Potassium,26.6,MG/L,=,,,Y
47,Site 1,ML-1,11-Jan-16,WG,K,Potassium,9.8,MG/L,=,,,Y
47,Site 1,ML-2,11-Jan-16,WG,K,Potassium,17.9,MG/L,=,,,Y
47,Site 1,WL-8,15-Jan-16,WG,K,Potassium,28,MG/L,=,,,Y
47,Site 1,WL-1,8-Jan-16,WG,K,Potassium,7.2,MG/L,=,,,Y
47,Site 1,Drain_W,13-Jan-16,WS,K,Potassium,112.6,MG/L,=,,,Y
47,Site 1,Feed,26-Jan-16,WS,K,Potassium,203.4,MG/L,=,,,Y
48,Site 3,A-2,15-Jan-16,WG,K,Potassium,32.9,MG/L,=,,,Y
48,Site 3,A-3,15-Jan-16,WG,K,Potassium,30.6,MG/L,=,,,Y
48,Site 3,A-4,15-Jan-16,WG,K,Potassium,27.4,MG/L,=,,,Y
47,Site 1,ML-1,11-Jan-16,WG,K,Potassium,11,MG/L,=,,,Y
47,Site 1,ML-2,11-Jan-16,WG,MG,Magnesium,74.522,MG/L,=,,,Y
47,Site 1,WL-8,15-Jan-16,WG,MG,Magnesium,61.702,MG/L,=,,,Y
47,Site 1,WL-1,8-Jan-16,WG,MG,Magnesium,5.97,MG/L,=,,,Y
47,Site 1,Drain_W,13-Jan-16,WS,MG,Magnesium,64.193,MG/L,=,,,Y
47,Site 1,Feed,26-Jan-16,WS,MG,Magnesium,0.128,MG/L,=,,,Y
48,Site 3,A-5,27-Jan-16,WS,MG,Magnesium,3.722,MG/L,=,,,Y
48,Site 3,A-2,15-Jan-16,WG,MG,Magnesium,15.116,MG/L,=,,,Y
48,Site 3,A-3,15-Jan-16,WG,MG,Magnesium,50.653,MG/L,=,,,Y
48,Site 3,A-4,15-Jan-16,WG,MG,Magnesium,138.946,MG/L,=,,,Y
47,Site 1,ML-1,11-Jan-16,WG,MG,Magnesium,64.833,MG/L,=,,,Y
47,Site 1,ML-2,11-Jan-16,WG,MG,Magnesium,75.947,MG/L,=,,,Y
47,Site 1,WL-8,15-Jan-16,WG,MG,Magnesium,65.65,MG/L,=,,,Y
47,Site 1,WL-1,8-Jan-16,WG,MG,Magnesium,6.472,MG/L,=,,,Y
47,Site 1,ML-2,11-Jan-16,WG,AS,Arsenic,0.016,MG/L,=,,,Y
47,Site 1,WL-8,15-Jan-16,WG,AS,Arsenic,0.003,MG/L,=,,,Y
47,Site 1,WL-1,8-Jan-16,WG,AS,Arsenic,0.021,MG/L,=,,,Y
47,Site 1,Drain_W,13-Jan-16,WS,MG,Magnesium,72.364,MG/L,=,,,Y
47,Site 1,Feed,26-Jan-16,WS,MG,Magnesium,1.229,MG/L,=,,,Y
48,Site 3,A-2,15-Jan-16,WG,MG,Magnesium,15.789,MG/L,=,,,Y
48,Site 3,A-3,15-Jan-16,WG,MG,Magnesium,51.443,MG/L,=,,,Y
48,Site 3,A-4,15-Jan-16,WG,MG,Magnesium,140.323,MG/L,=,,,Y
47,Site 1,ML-1,11-Jan-16,WG,MG,Magnesium,72.012,MG/L,=,,,Y
47,Site 1,Drain_W,13-Jan-16,WS,AS,Arsenic,0.023,MG/L,=,,,Y
47,Site 1,Feed,26-Jan-16,WS,AS,Arsenic,0.004,MG/L,=,,,Y
48,Site 3,A-5,27-Jan-16,WS,AS,Arsenic,0.027,MG/L,=,,,Y
48,Site 3,A-2,15-Jan-16,WG,AS,Arsenic,2.211,MG/L,=,,,Y
48,Site 3,A-3,15-Jan-16,WG,AS,Arsenic,5.364,MG/L,=,,,Y
48,Site 3,A-4,15-Jan-16,WG,AS,Arsenic,0.988,MG/L,=,,,Y
47,Site 1,ML-1,11-Jan-16,WG,AS,Arsenic,0.004,MG/L,=,,,Y
47,Site 1,ML-2,11-Jan-16,WG,AS,Arsenic,0.018,MG/L,=,,,Y
47,Site 1,WL-8,15-Jan-16,WG,AS,Arsenic,0.005,MG/L,=,,,Y
47,Site 1,WL-1,8-Jan-16,WG,AS,Arsenic,0.023,MG/L,=,,,Y
47,Site 1,Drain_W,13-Jan-16,WS,AS,Arsenic,0.024,MG/L,=,,,Y
47,Site 1,Feed,26-Jan-16,WS,AS,Arsenic,0.015,MG/L,=,,,Y
48,Site 3,A-2,15-Jan-16,WG,AS,Arsenic,6.739,MG/L,=,,,Y
48,Site 3,A-3,15-Jan-16,WG,AS,Arsenic,5.867,MG/L,=,,,Y
48,Site 3,A-4,15-Jan-16,WG,AS,Arsenic,1.685,MG/L,=,,,Y
47,Site 1,ML-1,11-Jan-16,WG,AS,Arsenic,0.007,MG/L,=,,,Y
47,Site 1,ML-2,11-Jan-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
47,Site 1,WL-8,15-Jan-16,WG,CU,Copper,0.001,MG/L,=,,,Y
47,Site 1,WL-1,8-Jan-16,WG,CU,Copper,0.001,MG/L,=,,,Y
47,Site 1,Drain_W,13-Jan-16,WS,CU,Copper,0.041,MG/L,=,,,Y
47,Site 1,Feed,26-Jan-16,WS,CU,Copper,0.003,MG/L,=,,,Y
48,Site 3,A-5,27-Jan-16,WS,CU,Copper,0.001,MG/L,=,,,Y
48,Site 3,A-2,15-Jan-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
48,Site 3,A-3,15-Jan-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
48,Site 3,A-4,15-Jan-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
47,Site 1,ML-1,11-Jan-16,WG,CU,Copper,0.002,MG/L,=,,,Y
47,Site 1,ML-2,11-Jan-16,WG,CU,Copper,0.002,MG/L,=,,,Y
47,Site 1,WL-8,15-Jan-16,WG,CU,Copper,0.034,MG/L,=,,,Y
47,Site 1,WL-1,8-Jan-16,WG,CU,Copper,0.005,MG/L,=,,,Y
47,Site 1,Drain_W,13-Jan-16,WS,CU,Copper,0.051,MG/L,=,,,Y
47,Site 1,Feed,26-Jan-16,WS,CU,Copper,0.178,MG/L,=,,,Y
48,Site 3,A-2,15-Jan-16,WG,CU,Copper,0.003,MG/L,=,,,Y
48,Site 3,A-3,15-Jan-16,WG,CU,Copper,0.001,MG/L,=,,,Y
48,Site 3,A-4,15-Jan-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
47,Site 1,ML-1,11-Jan-16,WG,CU,Copper,0.008,MG/L,=,,,Y
47,Site 1,ML-2,11-Jan-16,WG,FE,Iron,0,MG/L,ND,0.001,,Y
47,Site 1,WL-8,15-Jan-16,WG,FE,Iron,0,MG/L,ND,0.001,,Y
47,Site 1,WL-1,8-Jan-16,WG,FE,Iron,0.002,MG/L,=,,,Y
47,Site 1,Drain_W,13-Jan-16,WS,FE,Iron,0,MG/L,ND,0.001,,Y
47,Site 1,Feed,26-Jan-16,WS,FE,Iron,0.003,MG/L,=,,,Y
48,Site 3,A-5,27-Jan-16,WS,FE,Iron,0,MG/L,ND,0.001,,Y
48,Site 3,A-2,15-Jan-16,WG,FE,Iron,0.01,MG/L,=,,,Y
48,Site 3,A-3,15-Jan-16,WG,FE,Iron,0.017,MG/L,=,,,Y
48,Site 3,A-4,15-Jan-16,WG,FE,Iron,0.004,MG/L,=,,,Y
47,Site 1,ML-1,11-Jan-16,WG,FE,Iron,0,MG/L,ND,0.001,,Y
47,Site 1,ML-2,11-Jan-16,WG,FE,Iron,0.019,MG/L,=,,,Y
47,Site 1,WL-8,15-Jan-16,WG,FE,Iron,0.581,MG/L,=,,,Y
47,Site 1,WL-1,8-Jan-16,WG,FE,Iron,0.171,MG/L,=,,,Y
47,Site 1,Drain_W,13-Jan-16,WS,FE,Iron,0.143,MG/L,=,,,Y
47,Site 1,Feed,26-Jan-16,WS,FE,Iron,4.017,MG/L,=,,,Y
47,Site 1,ML-2,3-May-16,WG,FE,Iron,0.008,MG/L,=,,,Y
47,Site 1,WL-8,5-May-16,WG,FE,Iron,0.087,MG/L,=,,,Y
47,Site 1,WL-1,17-Jun-16,WG,FE,Iron,0.276,MG/L,=,,,Y
47,Site 1,ML-2,2-Jun-16,WG,MG,Magnesium,64.522,MG/L,=,,,Y
47,Site 1,ML-2,3-May-16,WG,AS,Arsenic,0.015,MG/L,=,,,Y
47,Site 1,ML-2,2-Jun-16,WG,AS,Arsenic,0.016,MG/L,=,,,Y
47,Site 1,WL-8,5-May-16,WG,AS,Arsenic,0.004,MG/L,=,,,Y
47,Site 1,WL-8,3-Jun-16,WG,AS,Arsenic,0.004,MG/L,=,,,Y
47,Site 1,WL-1,23-May-16,WG,AS,Arsenic,0.022,MG/L,=,,,Y
47,Site 1,WL-1,17-Jun-16,WG,AS,Arsenic,0.021,MG/L,=,,,Y
47,Site 1,ML-2,3-May-16,WG,AS,Arsenic,0.019,MG/L,=,,,Y
47,Site 1,ML-2,2-Jun-16,WG,AS,Arsenic,0.016,MG/L,=,,,Y
47,Site 1,WL-8,3-Jun-16,WG,AS,Arsenic,0.004,MG/L,=,,,Y
47,Site 1,WL-1,17-Jun-16,WG,AS,Arsenic,0.022,MG/L,=,,,Y
47,Site 1,ML-2,3-May-16,WG,CU,Copper,0.003,MG/L,=,,,Y
47,Site 1,ML-2,2-Jun-16,WG,CU,Copper,0.003,MG/L,=,,,Y
47,Site 1,WL-8,3-Jun-16,WG,CU,Copper,0.002,MG/L,=,,,Y
47,Site 1,ML-1,6-Apr-16,WG,FE,Iron,0.019,MG/L,=,,,Y
47,Site 1,ML-1,6-Apr-16,WG,AS,Arsenic,0.006,MG/L,=,,,Y
47,Site 1,ML-1,6-Apr-16,WG,AS,Arsenic,0.009,MG/L,=,,,Y
47,Site 1,WL-1,17-Jun-16,WG,CU,Copper,0.014,MG/L,=,,,Y
47,Site 1,ML-1,6-Apr-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
47,Site 1,ML-1,6-Apr-16,WG,CU,Copper,0.005,MG/L,=,,,Y
47,Site 1,ML-1,6-Apr-16,WG,FE,Iron,0.282,MG/L,=,,,Y
47,Site 1,ML-1,6-Apr-16,WG,MG,Magnesium,54.849,MG/L,=,,,Y
47,Site 1,ML-2,3-May-16,WG,K,Potassium,16.8,MG/L,=,,,Y
47,Site 1,ML-2,2-Jun-16,WG,K,Potassium,17.3,MG/L,=,,,Y
47,Site 1,WL-8,5-May-16,WG,K,Potassium,25.1,MG/L,=,,,Y
47,Site 1,WL-8,3-Jun-16,WG,K,Potassium,21.5,MG/L,=,,,Y
47,Site 1,WL-1,23-May-16,WG,K,Potassium,6.4,MG/L,=,,,Y
47,Site 1,WL-1,17-Jun-16,WG,K,Potassium,6,MG/L,=,,,Y
47,Site 1,ML-2,3-May-16,WG,K,Potassium,22.3,MG/L,=,,,Y
47,Site 1,ML-2,2-Jun-16,WG,K,Potassium,19,MG/L,=,,,Y
47,Site 1,WL-8,3-Jun-16,WG,K,Potassium,25.7,MG/L,=,,,Y
47,Site 1,WL-1,17-Jun-16,WG,K,Potassium,6,MG/L,=,,,Y
47,Site 1,ML-1,6-Apr-16,WG,K,Potassium,9.2,MG/L,=,,,Y
47,Site 1,ML-1,6-Apr-16,WG,K,Potassium,9.5,MG/L,=,,,Y
47,Site 1,ML-2,2-Jun-16,WG,FE,Iron,0,MG/L,ND,0.001,,Y
47,Site 1,WL-8,3-Jun-16,WG,FE,Iron,0.012,MG/L,=,,,Y
47,Site 1,WL-1,23-May-16,WG,FE,Iron,0.019,MG/L,=,,,Y
47,Site 1,WL-1,17-Jun-16,WG,FE,Iron,0.005,MG/L,=,,,Y
47,Site 1,ML-2,3-May-16,WG,FE,Iron,0.019,MG/L,=,,,Y
47,Site 1,ML-2,2-Jun-16,WG,FE,Iron,0.03,MG/L,=,,,Y
47,Site 1,WL-8,3-Jun-16,WG,FE,Iron,0.253,MG/L,=,,,Y
47,Site 1,ML-2,3-May-16,WG,MG,Magnesium,64.68,MG/L,=,,,Y
47,Site 1,ML-2,2-Jun-16,WG,MG,Magnesium,63.666,MG/L,=,,,Y
47,Site 1,WL-8,5-May-16,WG,MG,Magnesium,48.867,MG/L,=,,,Y
47,Site 1,WL-8,3-Jun-16,WG,MG,Magnesium,47.46,MG/L,=,,,Y
47,Site 1,WL-1,23-May-16,WG,MG,Magnesium,6.375,MG/L,=,,,Y
47,Site 1,WL-1,17-Jun-16,WG,MG,Magnesium,5.389,MG/L,=,,,Y
47,Site 1,ML-2,3-May-16,WG,MG,Magnesium,76.958,MG/L,=,,,Y
47,Site 1,ML-1,6-Apr-16,WG,MG,Magnesium,57.689,MG/L,=,,,Y
47,Site 1,WL-8,3-Jun-16,WG,MG,Magnesium,49.306,MG/L,=,,,Y
47,Site 1,WL-1,17-Jun-16,WG,MG,Magnesium,5.448,MG/L,=,,,Y
47,Site 1,ML-2,3-May-16,WG,CU,Copper,0.002,MG/L,=,,,Y
47,Site 1,ML-2,2-Jun-16,WG,CU,Copper,0.002,MG/L,=,,,Y
47,Site 1,WL-8,5-May-16,WG,CU,Copper,0.002,MG/L,=,,,Y
47,Site 1,WL-8,3-Jun-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
47,Site 1,WL-1,23-May-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
47,Site 1,WL-1,17-Jun-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
47,Site 1,WL-8,17-Apr-16,WG,MG,Magnesium,54.772,MG/L,=,,,Y
48,Site 3,A-5,18-Apr-16,WS,K,Potassium,99.4,MG/L,=,,,Y
47,Site 1,Drain_E,7-Apr-16,WS,K,Potassium,77.9,MG/L,=,,,Y
47,Site 1,Drain_W,7-Apr-16,WS,K,Potassium,108.8,MG/L,=,,,Y
47,Site 1,Feed,21-Apr-16,WS,K,Potassium,130.9,MG/L,=,,,Y
47,Site 1,ML-2,5-Apr-16,WG,K,Potassium,19.4,MG/L,=,,,Y
47,Site 1,WL-8,17-Apr-16,WG,K,Potassium,26.2,MG/L,=,,,Y
48,Site 3,A-5,18-Apr-16,WS,AS,Arsenic,0.022,MG/L,=,,,Y
47,Site 1,Drain_E,7-Apr-16,WS,AS,Arsenic,0.016,MG/L,=,,,Y
47,Site 1,Feed,21-Apr-16,WS,AS,Arsenic,0.005,MG/L,=,,,Y
47,Site 1,ML-2,5-Apr-16,WG,AS,Arsenic,0.015,MG/L,=,,,Y
47,Site 1,WL-8,17-Apr-16,WG,AS,Arsenic,0.003,MG/L,=,,,Y
47,Site 1,WL-1,11-Apr-16,WG,AS,Arsenic,0.02,MG/L,=,,,Y
47,Site 1,Drain_W,7-Apr-16,WS,AS,Arsenic,0.025,MG/L,=,,,Y
47,Site 1,Feed,21-Apr-16,WS,AS,Arsenic,0.031,MG/L,=,,,Y
47,Site 1,ML-2,5-Apr-16,WG,AS,Arsenic,0.016,MG/L,=,,,Y
47,Site 1,WL-8,17-Apr-16,WG,AS,Arsenic,0.004,MG/L,=,,,Y
47,Site 1,WL-1,11-Apr-16,WG,AS,Arsenic,0.021,MG/L,=,,,Y
47,Site 1,Drain_E,7-Apr-16,WS,K,Potassium,81.3,MG/L,=,,,Y
47,Site 1,Drain_W,7-Apr-16,WS,K,Potassium,110.2,MG/L,=,,,Y
47,Site 1,Feed,21-Apr-16,WS,K,Potassium,157.4,MG/L,=,,,Y
47,Site 1,ML-2,5-Apr-16,WG,K,Potassium,20,MG/L,=,,,Y
47,Site 1,WL-8,17-Apr-16,WG,K,Potassium,29.7,MG/L,=,,,Y
47,Site 1,WL-1,11-Apr-16,WG,K,Potassium,7.6,MG/L,=,,,Y
47,Site 1,WL-1,11-Apr-16,WG,K,Potassium,6.1,MG/L,=,,,Y
47,Site 1,ML-1,1-Mar-16,WG,CU,Copper,0.003,MG/L,=,,,Y
47,Site 1,Feed,21-Apr-16,WS,FE,Iron,0.02,MG/L,=,,,Y
47,Site 1,Drain_W,7-Apr-16,WS,AS,Arsenic,0.021,MG/L,=,,,Y
47,Site 1,Drain_E,7-Apr-16,WS,AS,Arsenic,0.022,MG/L,=,,,Y
47,Site 1,ML-1,1-Mar-16,WG,AS,Arsenic,0.006,MG/L,=,,,Y
47,Site 1,ML-1,15-Mar-16,WG,AS,Arsenic,0.006,MG/L,=,,,Y
47,Site 1,ML-1,1-Mar-16,WG,AS,Arsenic,0.008,MG/L,=,,,Y
47,Site 1,ML-1,15-Mar-16,WG,AS,Arsenic,0.006,MG/L,=,,,Y
47,Site 1,Drain_E,7-Apr-16,WS,FE,Iron,0.141,MG/L,=,,,Y
47,Site 1,Drain_W,7-Apr-16,WS,FE,Iron,0.059,MG/L,=,,,Y
47,Site 1,Feed,21-Apr-16,WS,FE,Iron,5.734,MG/L,=,,,Y
47,Site 1,ML-2,5-Apr-16,WG,FE,Iron,0.157,MG/L,=,,,Y
47,Site 1,WL-8,17-Apr-16,WG,FE,Iron,0.192,MG/L,=,,,Y
47,Site 1,WL-1,11-Apr-16,WG,FE,Iron,0.141,MG/L,=,,,Y
48,Site 3,A-5,18-Apr-16,WS,CU,Copper,0.007,MG/L,=,,,Y
47,Site 1,Drain_E,7-Apr-16,WS,CU,Copper,0.002,MG/L,=,,,Y
47,Site 1,Drain_W,7-Apr-16,WS,CU,Copper,0.039,MG/L,=,,,Y
47,Site 1,Feed,21-Apr-16,WS,CU,Copper,0.05,MG/L,=,,,Y
47,Site 1,ML-2,5-Apr-16,WG,CU,Copper,0.002,MG/L,=,,,Y
47,Site 1,ML-1,1-Mar-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
47,Site 1,ML-1,15-Mar-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
47,Site 1,ML-1,15-Mar-16,WG,CU,Copper,0.002,MG/L,=,,,Y
47,Site 1,ML-1,1-Mar-16,WG,FE,Iron,0,MG/L,ND,0.001,,Y
47,Site 1,ML-1,15-Mar-16,WG,FE,Iron,0,MG/L,ND,0.001,,Y
47,Site 1,ML-1,1-Mar-16,WG,FE,Iron,0.231,MG/L,=,,,Y
47,Site 1,ML-1,15-Mar-16,WG,FE,Iron,0.245,MG/L,=,,,Y
47,Site 1,WL-8,17-Apr-16,WG,CU,Copper,0,MG/L,ND,0.001,,Y
47,Site 1,WL-1,11-Apr-16,WG,CU,Copper,0.011,MG/L,=,,,Y
47,Site 1,Drain_E,7-Apr-16,WS,CU,Copper,0.002,MG/L,=,,,Y
47,Site 1,Drain_W,7-Apr-16,WS,CU,Copper,0.042,MG/L,=,,,Y
47,Site 1,Feed,21-Apr-16,WS,CU,Copper,4.334,MG/L,=,,,Y
47,Site 1,ML-2,5-Apr-16,WG,CU,Copper,0.004,MG/L,=,,,Y
47,Site 1,WL-8,17-Apr-16,WG,CU,Copper,0.007,MG/L,=,,,Y
47,Site 1,WL-1,11-Apr-16,WG,CU,Copper,0.011,MG/L,=,,,Y
48,Site 3,A-5,18-Apr-16,WS,MG,Magnesium,1.908,MG/L,=,,,Y
47,Site 1,Drain_E,7-Apr-16,WS,MG,Magnesium,142.92,MG/L,=,,,Y
47,Site 1,Drain_W,7-Apr-16,WS,MG,Magnesium,61.827,MG/L,=,,,Y
47,Site 1,Feed,21-Apr-16,WS,MG,Magnesium,0.224,MG/L,=,,,Y
47,Site 1,ML-2,5-Apr-16,WG,MG,Magnesium,74.671,MG/L,=,,,Y
47,Site 1,WL-1,11-Apr-16,WG,MG,Magnesium,6.502,MG/L,=,,,Y
48,Site 3,A-5,18-Apr-16,WS,FE,Iron,0,MG/L,ND,0.001,,Y
47,Site 1,Drain_E,7-Apr-16,WS,FE,Iron,0,MG/L,ND,0.001,,Y
47,Site 1,Drain_W,7-Apr-16,WS,FE,Iron,0,MG/L,ND,0.001,,Y
47,Site 1,ML-2,5-Apr-16,WG,FE,Iron,0.022,MG/L,=,,,Y
47,Site 1,WL-8,17-Apr-16,WG,FE,Iron,0.029,MG/L,=,,,Y
47,Site 1,WL-1,11-Apr-16,WG,FE,Iron,0.014,MG/L,=,,,Y
47,Site 1,Drain_E,7-Apr-16,WS,MG,Magnesium,145.717,MG/L,=,,,Y
47,Site 1,Drain_W,7-Apr-16,WS,MG,Magnesium,64.483,MG/L,=,,,Y
47,Site 1,Feed,21-Apr-16,WS,MG,Magnesium,1.634,MG/L,=,,,Y
47,Site 1,ML-2,5-Apr-16,WG,MG,Magnesium,76.064,MG/L,=,,,Y
47,Site 1,WL-8,17-Apr-16,WG,MG,Magnesium,63.677,MG/L,=,,,Y
47,Site 1,WL-1,11-Apr-16,WG,MG,Magnesium,6.604,MG/L,=,,,Y
47,Site 1,ML-1,1-Mar-16,WG,MG,Magnesium,64.169,MG/L,=,,,Y
47,Site 1,ML-1,15-Mar-16,WG,MG,Magnesium,56.783,MG/L,=,,,Y
47,Site 1,ML-1,1-Mar-16,WG,MG,Magnesium,67.683,MG/L,=,,,Y
47,Site 1,ML-1,15-Mar-16,WG,MG,Magnesium,59.061,MG/L,=,,,Y
47,Site 1,ML-1,1-Mar-16,WG,K,Potassium,10.9,MG/L,=,,,Y
47,Site 1,ML-1,15-Mar-16,WG,K,Potassium,11.8,MG/L,=,,,Y
47,Site 1,ML-1,1-Mar-16,WG,K,Potassium,11.1,MG/L,=,,,Y
47,Site 1,ML-1,15-Mar-16,WG,K,Potassium,14.3,MG/L,=,,,Y
47,Site 1,ML-1,13-May-16,WG,FE,Iron,0.179,MG/L,=,,,Y
47,Site 1,ML-1,7-Jun-16,WG,FE,Iron,0.166,MG/L,=,,,Y
47,Site 1,ML-1,13-May-16,WG,MG,Magnesium,60.094,MG/L,=,,,Y
48,Site 3,A-5,4-May-16,WS,AS,Arsenic,0.021,MG/L,=,,,Y
48,Site 3,A-5,17-Jun-16,WS,AS,Arsenic,0.027,MG/L,=,,,Y
48,Site 3,A-2,5-May-16,WG,AS,Arsenic,1.102,MG/L,=,,,Y
48,Site 3,A-2,2-Jun-16,WG,AS,Arsenic,3.352,MG/L,=,,,Y
48,Site 3,A-3,5-May-16,WG,AS,Arsenic,3.678,MG/L,=,,,Y
48,Site 3,A-3,2-Jun-16,WG,AS,Arsenic,4.016,MG/L,=,,,Y
48,Site 3,A-4,5-May-16,WG,AS,Arsenic,1.094,MG/L,=,,,Y
48,Site 3,A-2,2-Jun-16,WG,AS,Arsenic,3.786,MG/L,=,,,Y
48,Site 3,A-3,2-Jun-16,WG,AS,Arsenic,4.758,MG/L,=,,,Y
47,Site 1,ML-1,7-Jun-16,WG,MG,Magnesium,60.047,MG/L,=,,,Y
47,Site 1,ML-2,7-Jul-16,WG,MG,Magnesium,71.656,MG/L,=,,,Y
47,Site 1,ML-1,13-May-16,WG,K,Potassium,11.1,MG/L,=,,,Y
47,Site 1,ML-1,13-May-16,WG,K,Potassium,11.2,MG/L,=,,,Y
47,Site 1,ML-1,7-Jun-16,WG,K,Potassium,11,MG/L,=,,,Y
47,Site 1,Drain_E,10-May-16,WS,MG,Magnesium,145.097,MG/L,=,,,Y
47,Site 1,Drain_E,10-Jun-16,WS,MG,Magnesium,166.922,MG/L,=,,,Y
47,Site 1,Drain_W,10-May-16,WS,MG,Magnesium,60.486,MG/L,=,,,Y
47,Site 1,Drain_W,10-Jun-16,WS,MG,Magnesium,80.344,MG/L,=,,,Y
47,Site 1,Feed,24-May-16,WS,MG,Magnesium,0.138,MG/L,=,,,Y
47,Site 1,Feed,15-Jun-16,WS,MG,Magnesium,0.392,MG/L,=,,,Y
47,Site 1,Drain_E,10-May-16,WS,MG,Magnesium,145.293,MG/L,=,,,Y
47,Site 1,Drain_E,10-Jun-16,WS,MG,Magnesium,167.39,MG/L,=,,,Y
47,Site 1,Drain_W,10-May-16,WS,MG,Magnesium,64.584,MG/L,=,,,Y
47,Site 1,Drain_W,10-Jun-16,WS,MG,Magnesium,80.811,MG/L,=,,,Y
47,Site 1,Feed,24-May-16,WS,MG,Magnesium,0.866,MG/L,=,,,Y
47,Site 1,Feed,15-Jun-16,WS,MG,Magnesium,0.567,MG/L,=,,,Y
48,Site 3,A-5,4-May-16,WS,CU,Copper,0.005,MG/L,=,,,Y
48,Site 3,A-5,17-Jun-16,WS,CU,Copper,0.005,MG/L,=,,,Y
48,Site 3,A-2,5-May-16,WG,CU,Copper,0.015,MG/L,=,,,Y
48,Site 3,A-2,2-Jun-16,WG,CU,Copper,0.002,MG/L,=,,,Y
48,Site 3,A-3,5-May-16,WG,CU,Copper,0.007,MG/L,=,,,Y
48,Site 3,A-3,2-Jun-16,WG,CU,Copper,0.004,MG/L,=,,,Y
48,Site 3,A-2,2-Jun-16,WG,CU,Copper,0.005,MG/L,=,,,Y
48,Site 3,A-3,2-Jun-16,WG,CU,Copper,0.005,MG/L,=,,,Y
47,Site 1,Drain_E,10-May-16,WS,K,Potassium,76.8,MG/L,=,,,Y
47,Site 1,Drain_E,10-Jun-16,WS,K,Potassium,76.9,MG/L,=,,,Y
47,Site 1,Drain_W,10-May-16,WS,K,Potassium,106.2,MG/L,=,,,Y
47,Site 1,Drain_W,10-Jun-16,WS,K,Potassium,116,MG/L,=,,,Y
47,Site 1,Feed,24-May-16,WS,K,Potassium,130.1,MG/L,=,,,Y
47,Site 1,Feed,15-Jun-16,WS,K,Potassium,205.6,MG/L,=,,,Y
47,Site 1,Drain_E,10-May-16,WS,K,Potassium,77.3,MG/L,=,,,Y
47,Site 1,Drain_E,10-Jun-16,WS,K,Potassium,95.9,MG/L,=,,,Y
47,Site 1,Drain_W,10-May-16,WS,K,Potassium,108.3,MG/L,=,,,Y
47,Site 1,Drain_W,10-Jun-16,WS,K,Potassium,128.2,MG/L,=,,,Y
47,Site 1,Feed,24-May-16,WS,K,Potassium,139.3,MG/L,=,,,Y
47,Site 1,Feed,15-Jun-16,WS,K,Potassium,211.6,MG/L,=,,,Y
48,Site 3,A-5,4-May-16,WS,FE,Iron,0,MG/L,ND,0.001,,Y
48,Site 3,A-5,17-Jun-16,WS,FE,Iron,0.008,MG/L,=,,,Y
48,Site 3,A-2,5-May-16,WG,FE,Iron,0.024,MG/L,=,,,Y
48,Site 3,A-2,2-Jun-16,WG,FE,Iron,0.01,MG/L,=,,,Y
48,Site 3,A-3,5-May-16,WG,FE,Iron,0.021,MG/L,=,,,Y
